Date,Geography,District,Measure Type,Unit,Value
2011,E01005321,E08000004,Count,Households,31
2011,E01005326,E08000004,Count,Households,19
2011,E01005427,E08000004,Count,Households,37
2011,E01005429,E08000004,Count,Households,38
2011,E01005430,E08000004,Count,Households,56
2011,E01005320,E08000004,Count,Households,43
2011,E01005434,E08000004,Count,Households,16
2011,E01005437,E08000004,Count,Households,22
2011,E01005459,E08000004,Count,Households,26
2011,E01005383,E08000004,Count,Households,49
2011,E01005386,E08000004,Count,Households,58
2011,E01032556,E08000004,Count,Households,8
2011,E01032557,E08000004,Count,Households,82
2011,E01005342,E08000004,Count,Households,32
2011,E01005343,E08000004,Count,Households,30
2011,E01005344,E08000004,Count,Households,47
2011,E01005381,E08000004,Count,Households,32
2011,E01005332,E08000004,Count,Households,43
2011,E01005341,E08000004,Count,Households,9
2011,E01005345,E08000004,Count,Households,6
2011,E01005346,E08000004,Count,Households,4
2011,E01005347,E08000004,Count,Households,15
2011,E01005322,E08000004,Count,Households,67
2011,E01005323,E08000004,Count,Households,40
2011,E01005324,E08000004,Count,Households,66
2011,E01005325,E08000004,Count,Households,40
2011,E01005438,E08000004,Count,Households,51
2011,E01005377,E08000004,Count,Households,50
2011,E01005379,E08000004,Count,Households,78
2011,E01005380,E08000004,Count,Households,63
2011,E01005382,E08000004,Count,Households,43
2011,E01005439,E08000004,Count,Households,17
2011,E01005362,E08000004,Count,Households,14
2011,E01005364,E08000004,Count,Households,13
2011,E01005368,E08000004,Count,Households,36
2011,E01005376,E08000004,Count,Households,40
2011,E01005378,E08000004,Count,Households,35
2011,E01005363,E08000004,Count,Households,29
2011,E01005369,E08000004,Count,Households,46
2011,E01005370,E08000004,Count,Households,25
2011,E01005371,E08000004,Count,Households,28
2011,E01005365,E08000004,Count,Households,8
2011,E01005366,E08000004,Count,Households,23
2011,E01005367,E08000004,Count,Households,8
2011,E01005440,E08000004,Count,Households,12
2011,E01005372,E08000004,Count,Households,18
2011,E01005373,E08000004,Count,Households,4
2011,E01005374,E08000004,Count,Households,18
2011,E01005375,E08000004,Count,Households,7
2011,E01005435,E08000004,Count,Households,20
2011,E01005436,E08000004,Count,Households,19
2011,E01005460,E08000004,Count,Households,53
2011,E01005461,E08000004,Count,Households,27
2011,E01005462,E08000004,Count,Households,21
2011,E01005463,E08000004,Count,Households,21
2011,E01032921,E08000004,Count,Households,49
2011,E01005518,E08000005,Count,Households,19
2011,E01005520,E08000005,Count,Households,22
2011,E01005522,E08000005,Count,Households,21
2011,E01005523,E08000005,Count,Households,13
2011,E01005519,E08000005,Count,Households,13
2011,E01005594,E08000005,Count,Households,10
2011,E01005597,E08000005,Count,Households,12
2011,E01005598,E08000005,Count,Households,7
2011,E01005516,E08000005,Count,Households,4
2011,E01005517,E08000005,Count,Households,7
2011,E01005521,E08000005,Count,Households,3
2011,E01005596,E08000005,Count,Households,14
2011,E01005578,E08000005,Count,Households,33
2011,E01005579,E08000005,Count,Households,42
2011,E01005586,E08000005,Count,Households,55
2011,E01005593,E08000005,Count,Households,38
2011,E01005595,E08000005,Count,Households,24
2011,E01005489,E08000005,Count,Households,22
2011,E01005490,E08000005,Count,Households,22
2011,E01005491,E08000005,Count,Households,17
2011,E01005493,E08000005,Count,Households,5
2011,E01005494,E08000005,Count,Households,19
2011,E01005495,E08000005,Count,Households,21
2011,E01005488,E08000005,Count,Households,10
2011,E01005492,E08000005,Count,Households,8
2011,E01005499,E08000005,Count,Households,8
2011,E01005571,E08000005,Count,Households,1
2011,E01005570,E08000005,Count,Households,2
2011,E01005572,E08000005,Count,Households,5
2011,E01005573,E08000005,Count,Households,2
2011,E01005574,E08000005,Count,Households,6
2011,E01005587,E08000005,Count,Households,3
2011,E01005588,E08000005,Count,Households,15
2011,E01005580,E08000005,Count,Households,29
2011,E01005581,E08000005,Count,Households,28
2011,E01005583,E08000005,Count,Households,17
2011,E01005585,E08000005,Count,Households,24
2011,E01033258,E08000005,Count,Households,58
2011,E01005496,E08000005,Count,Households,39
2011,E01005589,E08000005,Count,Households,19
2011,E01005590,E08000005,Count,Households,26
2011,E01005591,E08000005,Count,Households,7
2011,E01005592,E08000005,Count,Households,49
2011,E01005472,E08000005,Count,Households,48
2011,E01005473,E08000005,Count,Households,30
2011,E01005482,E08000005,Count,Households,36
2011,E01005483,E08000005,Count,Households,34
2011,E01005484,E08000005,Count,Households,69
2011,E01005486,E08000005,Count,Households,56
2011,E01005487,E08000005,Count,Households,29
2011,E01005474,E08000005,Count,Households,10
2011,E01005575,E08000005,Count,Households,5
2011,E01005576,E08000005,Count,Households,2
2011,E01005577,E08000005,Count,Households,3
2011,E01005469,E08000005,Count,Households,21
2011,E01005563,E08000005,Count,Households,57
2011,E01005565,E08000005,Count,Households,36
2011,E01005566,E08000005,Count,Households,40
2011,E01005568,E08000005,Count,Households,67
2011,E01005569,E08000005,Count,Households,33
2011,E01005556,E08000005,Count,Households,11
2011,E01005559,E08000005,Count,Households,36
2011,E01005560,E08000005,Count,Households,14
2011,E01005567,E08000005,Count,Households,23
2011,E01005555,E08000005,Count,Households,7
2011,E01005557,E08000005,Count,Households,3
2011,E01005558,E08000005,Count,Households,18
2011,E01005561,E08000005,Count,Households,8
2011,E01005562,E08000005,Count,Households,7
2011,E01005470,E08000005,Count,Households,33
2011,E01005471,E08000005,Count,Households,31
2011,E01005475,E08000005,Count,Households,25
2011,E01005485,E08000005,Count,Households,27
2011,E01005564,E08000005,Count,Households,56
2011,E01005464,E08000005,Count,Households,73
2011,E01005465,E08000005,Count,Households,32
2011,E01005466,E08000005,Count,Households,84
2011,E01005467,E08000005,Count,Households,53
2011,E01005468,E08000005,Count,Households,9
2011,E01005476,E08000005,Count,Households,13
2011,E01005477,E08000005,Count,Households,39
2011,E01005478,E08000005,Count,Households,30
2011,E01005479,E08000005,Count,Households,25
2011,E01005480,E08000005,Count,Households,23
2011,E01005481,E08000005,Count,Households,18
2011,E01005497,E08000005,Count,Households,46
2011,E01005501,E08000005,Count,Households,28
2011,E01005502,E08000005,Count,Households,19
2011,E01005504,E08000005,Count,Households,30
2011,E01005505,E08000005,Count,Households,38
2011,E01005509,E08000005,Count,Households,56
2011,E01005510,E08000005,Count,Households,7
2011,E01005511,E08000005,Count,Households,12
2011,E01005512,E08000005,Count,Households,19
2011,E01005513,E08000005,Count,Households,54
2011,E01005514,E08000005,Count,Households,40
2011,E01005515,E08000005,Count,Households,66
2011,E01005498,E08000005,Count,Households,35
2011,E01005500,E08000005,Count,Households,10
2011,E01005503,E08000005,Count,Households,2
2011,E01005506,E08000005,Count,Households,21
2011,E01005507,E08000005,Count,Households,35
2011,E01005508,E08000005,Count,Households,10
2011,E01005524,E08000005,Count,Households,20
2011,E01005525,E08000005,Count,Households,32
2011,E01005526,E08000005,Count,Households,35
2011,E01005528,E08000005,Count,Households,37
2011,E01005536,E08000005,Count,Households,43
2011,E01005543,E08000005,Count,Households,5
2011,E01005527,E08000005,Count,Households,50
2011,E01005529,E08000005,Count,Households,45
2011,E01005551,E08000005,Count,Households,71
2011,E01005552,E08000005,Count,Households,74
2011,E01005553,E08000005,Count,Households,58
2011,E01005554,E08000005,Count,Households,12
2011,E01005534,E08000005,Count,Households,27
2011,E01005535,E08000005,Count,Households,23
2011,E01005537,E08000005,Count,Households,5
2011,E01005538,E08000005,Count,Households,38
2011,E01005540,E08000005,Count,Households,9
2011,E01005541,E08000005,Count,Households,31
2011,E01005542,E08000005,Count,Households,23
2011,E01005533,E08000005,Count,Households,15
2011,E01005539,E08000005,Count,Households,29
2011,E01005546,E08000005,Count,Households,19
2011,E01005547,E08000005,Count,Households,28
2011,E01005548,E08000005,Count,Households,16
2011,E01005530,E08000005,Count,Households,1
2011,E01005531,E08000005,Count,Households,16
2011,E01005532,E08000005,Count,Households,49
2011,E01005544,E08000005,Count,Households,7
2011,E01005545,E08000005,Count,Households,7
2011,E01005549,E08000005,Count,Households,4
2011,E01005550,E08000005,Count,Households,7
2011,E01005659,E08000006,Count,Households,37
2011,E01005660,E08000006,Count,Households,54
2011,E01005663,E08000006,Count,Households,40
2011,E01005664,E08000006,Count,Households,69
2011,E01005665,E08000006,Count,Households,84
2011,E01005703,E08000006,Count,Households,65
2011,E01005704,E08000006,Count,Households,36
2011,E01005706,E08000006,Count,Households,57
2011,E01005708,E08000006,Count,Households,31
2011,E01005702,E08000006,Count,Households,36
2011,E01005705,E08000006,Count,Households,27
2011,E01005707,E08000006,Count,Households,50
2011,E01005661,E08000006,Count,Households,55
2011,E01005662,E08000006,Count,Households,61
2011,E01005709,E08000006,Count,Households,64
2011,E01005710,E08000006,Count,Households,16
2011,E01005670,E08000006,Count,Households,40
2011,E01005672,E08000006,Count,Households,25
2011,E01005676,E08000006,Count,Households,4
2011,E01005677,E08000006,Count,Households,19
2011,E01005686,E08000006,Count,Households,27
2011,E01005688,E08000006,Count,Households,35
2011,E01005691,E08000006,Count,Households,9
2011,E01005692,E08000006,Count,Households,33
2011,E01005711,E08000006,Count,Households,13
2011,E01005712,E08000006,Count,Households,26
2011,E01005713,E08000006,Count,Households,5
2011,E01005714,E08000006,Count,Households,29
2011,E01005715,E08000006,Count,Households,5
2011,E01005718,E08000006,Count,Households,13
2011,E01005673,E08000006,Count,Households,22
2011,E01005675,E08000006,Count,Households,31
2011,E01005678,E08000006,Count,Households,51
2011,E01005679,E08000006,Count,Households,80
2011,E01005687,E08000006,Count,Households,41
2011,E01005689,E08000006,Count,Households,64
2011,E01005690,E08000006,Count,Households,11
2011,E01005693,E08000006,Count,Households,17
2011,E01005646,E08000006,Count,Households,2
2011,E01005649,E08000006,Count,Households,11
2011,E01005650,E08000006,Count,Households,15
2011,E01005651,E08000006,Count,Households,36
2011,E01005647,E08000006,Count,Households,8
2011,E01005648,E08000006,Count,Households,15
2011,E01005652,E08000006,Count,Households,35
2011,E01005653,E08000006,Count,Households,75
2011,E01005671,E08000006,Count,Households,28
2011,E01005674,E08000006,Count,Households,17
2011,E01005694,E08000006,Count,Households,19
2011,E01005696,E08000006,Count,Households,19
2011,E01005698,E08000006,Count,Households,56
2011,E01005700,E08000006,Count,Households,23
2011,E01005716,E08000006,Count,Households,5
2011,E01005717,E08000006,Count,Households,1
2011,E01005734,E08000006,Count,Households,8
2011,E01005735,E08000006,Count,Households,3
2011,E01005736,E08000006,Count,Households,7
2011,E01005737,E08000006,Count,Households,8
2011,E01005739,E08000006,Count,Households,12
2011,E01005695,E08000006,Count,Households,5
2011,E01005697,E08000006,Count,Households,8
2011,E01005738,E08000006,Count,Households,5
2011,E01005740,E08000006,Count,Households,2
2011,E01005741,E08000006,Count,Households,3
2011,E01005742,E08000006,Count,Households,8
2011,E01005625,E08000006,Count,Households,11
2011,E01005627,E08000006,Count,Households,7
2011,E01005699,E08000006,Count,Households,6
2011,E01005701,E08000006,Count,Households,15
2011,E01005609,E08000006,Count,Households,45
2011,E01005611,E08000006,Count,Households,58
2011,E01005612,E08000006,Count,Households,44
2011,E01005613,E08000006,Count,Households,69
2011,E01005614,E08000006,Count,Households,17
2011,E01005615,E08000006,Count,Households,34
2011,E01005624,E08000006,Count,Households,47
2011,E01005680,E08000006,Count,Households,49
2011,E01005683,E08000006,Count,Households,84
2011,E01032919,E08000006,Count,Households,94
2011,E01005622,E08000006,Count,Households,16
2011,E01005623,E08000006,Count,Households,7
2011,E01005626,E08000006,Count,Households,7
2011,E01005628,E08000006,Count,Households,8
2011,E01005725,E08000006,Count,Households,52
2011,E01005726,E08000006,Count,Households,29
2011,E01005727,E08000006,Count,Households,24
2011,E01005728,E08000006,Count,Households,4
2011,E01005733,E08000006,Count,Households,39
2011,E01005631,E08000006,Count,Households,10
2011,E01005632,E08000006,Count,Households,28
2011,E01005633,E08000006,Count,Households,22
2011,E01005634,E08000006,Count,Households,3
2011,E01005635,E08000006,Count,Households,5
2011,E01005636,E08000006,Count,Households,6
2011,E01005637,E08000006,Count,Households,13
2011,E01005629,E08000006,Count,Households,9
2011,E01005630,E08000006,Count,Households,20
2011,E01005719,E08000006,Count,Households,25
2011,E01005720,E08000006,Count,Households,70
2011,E01005722,E08000006,Count,Households,56
2011,E01005723,E08000006,Count,Households,47
2011,E01005724,E08000006,Count,Households,3
2011,E01005610,E08000006,Count,Households,48
2011,E01032684,E08000006,Count,Households,20
2011,E01032687,E08000006,Count,Households,3
2011,E01032906,E08000006,Count,Households,18
2011,E01032907,E08000006,Count,Households,19
2011,E01032909,E08000006,Count,Households,3
2011,E01032911,E08000006,Count,Households,12
2011,E01033330,E08000006,Count,Households,31
2011,E01005654,E08000006,Count,Households,54
2011,E01005656,E08000006,Count,Households,64
2011,E01005657,E08000006,Count,Households,29
2011,E01005721,E08000006,Count,Households,12
2011,E01005655,E08000006,Count,Households,40
2011,E01005658,E08000006,Count,Households,74
2011,E01005681,E08000006,Count,Households,16
2011,E01005682,E08000006,Count,Households,40
2011,E01005729,E08000006,Count,Households,50
2011,E01005730,E08000006,Count,Households,27
2011,E01005731,E08000006,Count,Households,67
2011,E01005732,E08000006,Count,Households,41
2011,E01005599,E08000006,Count,Households,21
2011,E01005600,E08000006,Count,Households,38
2011,E01005601,E08000006,Count,Households,48
2011,E01005602,E08000006,Count,Households,45
2011,E01005603,E08000006,Count,Households,47
2011,E01005604,E08000006,Count,Households,30
2011,E01005605,E08000006,Count,Households,33
2011,E01005638,E08000006,Count,Households,47
2011,E01005667,E08000006,Count,Households,61
2011,E01032685,E08000006,Count,Households,4
2011,E01032686,E08000006,Count,Households,1
2011,E01032912,E08000006,Count,Households,45
2011,E01032914,E08000006,Count,Households,16
2011,E01032915,E08000006,Count,Households,69
2011,E01032917,E08000006,Count,Households,17
2011,E01005639,E08000006,Count,Households,75
2011,E01005640,E08000006,Count,Households,52
2011,E01005641,E08000006,Count,Households,25
2011,E01005642,E08000006,Count,Households,11
2011,E01005643,E08000006,Count,Households,7
2011,E01005644,E08000006,Count,Households,12
2011,E01005645,E08000006,Count,Households,4
2011,E01005616,E08000006,Count,Households,28
2011,E01005617,E08000006,Count,Households,11
2011,E01005618,E08000006,Count,Households,39
2011,E01005619,E08000006,Count,Households,35
2011,E01005620,E08000006,Count,Households,32
2011,E01005621,E08000006,Count,Households,27
2011,E01005886,E08000007,Count,Households,36
2011,E01005888,E08000007,Count,Households,32
2011,E01005889,E08000007,Count,Households,29
2011,E01005891,E08000007,Count,Households,9
2011,E01005894,E08000007,Count,Households,12
2011,E01005887,E08000007,Count,Households,55
2011,E01005890,E08000007,Count,Households,29
2011,E01005893,E08000007,Count,Households,31
2011,E01005896,E08000007,Count,Households,30
2011,E01005919,E08000007,Count,Households,58
2011,E01005862,E08000007,Count,Households,6
2011,E01005892,E08000007,Count,Households,22
2011,E01005895,E08000007,Count,Households,19
2011,E01005920,E08000007,Count,Households,8
2011,E01005921,E08000007,Count,Households,30
2011,E01005922,E08000007,Count,Households,10
2011,E01005753,E08000007,Count,Households,73
2011,E01005754,E08000007,Count,Households,60
2011,E01005755,E08000007,Count,Households,69
2011,E01005756,E08000007,Count,Households,88
2011,E01005745,E08000007,Count,Households,22
2011,E01005746,E08000007,Count,Households,13
2011,E01005747,E08000007,Count,Households,4
2011,E01005748,E08000007,Count,Households,3
2011,E01005863,E08000007,Count,Households,8
2011,E01005864,E08000007,Count,Households,8
2011,E01005866,E08000007,Count,Households,11
2011,E01005869,E08000007,Count,Households,9
2011,E01005914,E08000007,Count,Households,15
2011,E01005915,E08000007,Count,Households,29
2011,E01005916,E08000007,Count,Households,29
2011,E01005917,E08000007,Count,Households,51
2011,E01005859,E08000007,Count,Households,4
2011,E01005865,E08000007,Count,Households,3
2011,E01005867,E08000007,Count,Households,2
2011,E01005868,E08000007,Count,Households,12
2011,E01005743,E08000007,Count,Households,10
2011,E01005744,E08000007,Count,Households,19
2011,E01005749,E08000007,Count,Households,16
2011,E01005750,E08000007,Count,Households,19
2011,E01005751,E08000007,Count,Households,26
2011,E01005897,E08000007,Count,Households,26
2011,E01005898,E08000007,Count,Households,12
2011,E01005900,E08000007,Count,Households,17
2011,E01005903,E08000007,Count,Households,1
2011,E01005904,E08000007,Count,Households,7
2011,E01005853,E08000007,Count,Households,36
2011,E01005856,E08000007,Count,Households,12
2011,E01005860,E08000007,Count,Households,4
2011,E01005861,E08000007,Count,Households,8
2011,E01005752,E08000007,Count,Households,39
2011,E01005899,E08000007,Count,Households,14
2011,E01005901,E08000007,Count,Households,1
2011,E01005902,E08000007,Count,Households,47
2011,E01005905,E08000007,Count,Households,44
2011,E01005852,E08000007,Count,Households,6
2011,E01005854,E08000007,Count,Households,2
2011,E01005855,E08000007,Count,Households,4
2011,E01005857,E08000007,Count,Households,4
2011,E01005858,E08000007,Count,Households,8
2011,E01005757,E08000007,Count,Households,28
2011,E01005758,E08000007,Count,Households,41
2011,E01005766,E08000007,Count,Households,28
2011,E01005918,E08000007,Count,Households,60
2011,E01005870,E08000007,Count,Households,29
2011,E01005871,E08000007,Count,Households,24
2011,E01005873,E08000007,Count,Households,9
2011,E01005875,E08000007,Count,Households,12
2011,E01005764,E08000007,Count,Households,35
2011,E01005816,E08000007,Count,Households,37
2011,E01005817,E08000007,Count,Households,21
2011,E01005822,E08000007,Count,Households,45
2011,E01005880,E08000007,Count,Households,4
2011,E01005881,E08000007,Count,Households,2
2011,E01005883,E08000007,Count,Households,2
2011,E01005908,E08000007,Count,Households,5
2011,E01005765,E08000007,Count,Households,7
2011,E01005818,E08000007,Count,Households,37
2011,E01005819,E08000007,Count,Households,10
2011,E01005820,E08000007,Count,Households,24
2011,E01005821,E08000007,Count,Households,15
2011,E01005823,E08000007,Count,Households,24
2011,E01005825,E08000007,Count,Households,9
2011,E01005872,E08000007,Count,Households,36
2011,E01005874,E08000007,Count,Households,37
2011,E01005876,E08000007,Count,Households,14
2011,E01005877,E08000007,Count,Households,19
2011,E01005878,E08000007,Count,Households,26
2011,E01005879,E08000007,Count,Households,10
2011,E01005882,E08000007,Count,Households,3
2011,E01005884,E08000007,Count,Households,4
2011,E01005885,E08000007,Count,Households,8
2011,E01005832,E08000007,Count,Households,8
2011,E01005833,E08000007,Count,Households,5
2011,E01005835,E08000007,Count,Households,6
2011,E01005837,E08000007,Count,Households,13
2011,E01005843,E08000007,Count,Households,5
2011,E01005769,E08000007,Count,Households,18
2011,E01005778,E08000007,Count,Households,5
2011,E01005779,E08000007,Count,Households,14
2011,E01005780,E08000007,Count,Households,9
2011,E01005781,E08000007,Count,Households,41
2011,E01005759,E08000007,Count,Households,25
2011,E01005760,E08000007,Count,Households,44
2011,E01005797,E08000007,Count,Households,19
2011,E01005800,E08000007,Count,Households,11
2011,E01005804,E08000007,Count,Households,18
2011,E01005824,E08000007,Count,Households,7
2011,E01005826,E08000007,Count,Households,39
2011,E01005827,E08000007,Count,Households,3
2011,E01005828,E08000007,Count,Households,49
2011,E01005829,E08000007,Count,Households,37
2011,E01005768,E08000007,Count,Households,4
2011,E01005770,E08000007,Count,Households,2
2011,E01005771,E08000007,Count,Households,2
2011,E01005775,E08000007,Count,Households,3
2011,E01005761,E08000007,Count,Households,31
2011,E01005762,E08000007,Count,Households,73
2011,E01005763,E08000007,Count,Households,52
2011,E01005799,E08000007,Count,Households,76
2011,E01005798,E08000007,Count,Households,10
2011,E01005801,E08000007,Count,Households,14
2011,E01005802,E08000007,Count,Households,6
2011,E01005803,E08000007,Count,Households,5
2011,E01005830,E08000007,Count,Households,13
2011,E01005831,E08000007,Count,Households,13
2011,E01005767,E08000007,Count,Households,3
2011,E01005772,E08000007,Count,Households,10
2011,E01005773,E08000007,Count,Households,7
2011,E01005774,E08000007,Count,Households,17
2011,E01005776,E08000007,Count,Households,6
2011,E01005909,E08000007,Count,Households,5
2011,E01005910,E08000007,Count,Households,21
2011,E01005911,E08000007,Count,Households,3
2011,E01005912,E08000007,Count,Households,4
2011,E01005782,E08000007,Count,Households,5
2011,E01005783,E08000007,Count,Households,10
2011,E01005784,E08000007,Count,Households,5
2011,E01005785,E08000007,Count,Households,3
2011,E01005786,E08000007,Count,Households,5
2011,E01005834,E08000007,Count,Households,19
2011,E01005836,E08000007,Count,Households,13
2011,E01005838,E08000007,Count,Households,23
2011,E01005840,E08000007,Count,Households,19
2011,E01005927,E08000007,Count,Households,7
2011,E01005928,E08000007,Count,Households,23
2011,E01005929,E08000007,Count,Households,4
2011,E01005930,E08000007,Count,Households,2
2011,E01005806,E08000007,Count,Households,3
2011,E01005813,E08000007,Count,Households,4
2011,E01005814,E08000007,Count,Households,0
2011,E01005815,E08000007,Count,Households,6
2011,E01005777,E08000007,Count,Households,17
2011,E01005787,E08000007,Count,Households,2
2011,E01005788,E08000007,Count,Households,5
2011,E01005790,E08000007,Count,Households,8
2011,E01005805,E08000007,Count,Households,1
2011,E01005807,E08000007,Count,Households,0
2011,E01005839,E08000007,Count,Households,5
2011,E01005841,E08000007,Count,Households,10
2011,E01005844,E08000007,Count,Households,5
2011,E01005845,E08000007,Count,Households,6
2011,E01005849,E08000007,Count,Households,1
2011,E01005851,E08000007,Count,Households,4
2011,E01005808,E08000007,Count,Households,7
2011,E01005809,E08000007,Count,Households,4
2011,E01005810,E08000007,Count,Households,9
2011,E01005811,E08000007,Count,Households,5
2011,E01005812,E08000007,Count,Households,3
2011,E01005842,E08000007,Count,Households,8
2011,E01005906,E08000007,Count,Households,2
2011,E01005907,E08000007,Count,Households,6
2011,E01005913,E08000007,Count,Households,6
2011,E01005789,E08000007,Count,Households,3
2011,E01005791,E08000007,Count,Households,6
2011,E01005793,E08000007,Count,Households,5
2011,E01005795,E08000007,Count,Households,3
2011,E01005796,E08000007,Count,Households,4
2011,E01005846,E08000007,Count,Households,4
2011,E01005847,E08000007,Count,Households,8
2011,E01005848,E08000007,Count,Households,6
2011,E01005850,E08000007,Count,Households,22
2011,E01005792,E08000007,Count,Households,1
2011,E01005794,E08000007,Count,Households,1
2011,E01005923,E08000007,Count,Households,1
2011,E01005931,E08000007,Count,Households,5
2011,E01005924,E08000007,Count,Households,4
2011,E01005925,E08000007,Count,Households,4
2011,E01005926,E08000007,Count,Households,4
2011,E01005932,E08000007,Count,Households,2
2011,E01006053,E08000008,Count,Households,11
2011,E01006054,E08000008,Count,Households,22
2011,E01006055,E08000008,Count,Households,9
2011,E01006057,E08000008,Count,Households,21
2011,E01006058,E08000008,Count,Households,21
2011,E01006059,E08000008,Count,Households,13
2011,E01005938,E08000008,Count,Households,20
2011,E01005939,E08000008,Count,Households,10
2011,E01005940,E08000008,Count,Households,8
2011,E01005955,E08000008,Count,Households,5
2011,E01006056,E08000008,Count,Households,41
2011,E01006061,E08000008,Count,Households,50
2011,E01006062,E08000008,Count,Households,8
2011,E01006063,E08000008,Count,Households,8
2011,E01005936,E08000008,Count,Households,10
2011,E01005937,E08000008,Count,Households,38
2011,E01005945,E08000008,Count,Households,55
2011,E01005946,E08000008,Count,Households,26
2011,E01005947,E08000008,Count,Households,44
2011,E01005954,E08000008,Count,Households,8
2011,E01005956,E08000008,Count,Households,2
2011,E01005957,E08000008,Count,Households,12
2011,E01005958,E08000008,Count,Households,37
2011,E01005959,E08000008,Count,Households,60
2011,E01005933,E08000008,Count,Households,57
2011,E01005934,E08000008,Count,Households,31
2011,E01005935,E08000008,Count,Households,51
2011,E01005949,E08000008,Count,Households,21
2011,E01005960,E08000008,Count,Households,37
2011,E01005941,E08000008,Count,Households,39
2011,E01005942,E08000008,Count,Households,9
2011,E01005943,E08000008,Count,Households,21
2011,E01005944,E08000008,Count,Households,5
2011,E01006060,E08000008,Count,Households,39
2011,E01006064,E08000008,Count,Households,35
2011,E01006065,E08000008,Count,Households,58
2011,E01006066,E08000008,Count,Households,29
2011,E01006067,E08000008,Count,Households,8
2011,E01006068,E08000008,Count,Households,18
2011,E01006069,E08000008,Count,Households,54
2011,E01006073,E08000008,Count,Households,46
2011,E01005993,E08000008,Count,Households,10
2011,E01005995,E08000008,Count,Households,7
2011,E01005996,E08000008,Count,Households,34
2011,E01005997,E08000008,Count,Households,22
2011,E01006000,E08000008,Count,Households,25
2011,E01005994,E08000008,Count,Households,20
2011,E01005999,E08000008,Count,Households,54
2011,E01006002,E08000008,Count,Households,24
2011,E01006004,E08000008,Count,Households,11
2011,E01006005,E08000008,Count,Households,38
2011,E01006007,E08000008,Count,Households,20
2011,E01005998,E08000008,Count,Households,23
2011,E01006001,E08000008,Count,Households,23
2011,E01006003,E08000008,Count,Households,18
2011,E01006006,E08000008,Count,Households,17
2011,E01005948,E08000008,Count,Households,31
2011,E01005950,E08000008,Count,Households,37
2011,E01005951,E08000008,Count,Households,42
2011,E01005952,E08000008,Count,Households,56
2011,E01005953,E08000008,Count,Households,43
2011,E01005961,E08000008,Count,Households,11
2011,E01005962,E08000008,Count,Households,10
2011,E01005968,E08000008,Count,Households,8
2011,E01005969,E08000008,Count,Households,9
2011,E01006022,E08000008,Count,Households,7
2011,E01006023,E08000008,Count,Households,23
2011,E01006070,E08000008,Count,Households,9
2011,E01006071,E08000008,Count,Households,1
2011,E01006072,E08000008,Count,Households,5
2011,E01006009,E08000008,Count,Households,15
2011,E01006017,E08000008,Count,Households,2
2011,E01006018,E08000008,Count,Households,3
2011,E01006021,E08000008,Count,Households,9
2011,E01006008,E08000008,Count,Households,25
2011,E01006010,E08000008,Count,Households,27
2011,E01006012,E08000008,Count,Households,22
2011,E01006015,E08000008,Count,Households,5
2011,E01006016,E08000008,Count,Households,41
2011,E01006011,E08000008,Count,Households,31
2011,E01006013,E08000008,Count,Households,8
2011,E01006014,E08000008,Count,Households,35
2011,E01006019,E08000008,Count,Households,23
2011,E01006020,E08000008,Count,Households,29
2011,E01005963,E08000008,Count,Households,12
2011,E01005964,E08000008,Count,Households,17
2011,E01005965,E08000008,Count,Households,41
2011,E01005966,E08000008,Count,Households,27
2011,E01005967,E08000008,Count,Households,25
2011,E01006031,E08000008,Count,Households,33
2011,E01006032,E08000008,Count,Households,26
2011,E01006033,E08000008,Count,Households,36
2011,E01006034,E08000008,Count,Households,55
2011,E01006035,E08000008,Count,Households,25
2011,E01006036,E08000008,Count,Households,48
2011,E01005970,E08000008,Count,Households,1
2011,E01005972,E08000008,Count,Households,43
2011,E01005974,E08000008,Count,Households,30
2011,E01005975,E08000008,Count,Households,27
2011,E01006024,E08000008,Count,Households,7
2011,E01006026,E08000008,Count,Households,11
2011,E01006037,E08000008,Count,Households,0
2011,E01006038,E08000008,Count,Households,17
2011,E01006047,E08000008,Count,Households,18
2011,E01006048,E08000008,Count,Households,2
2011,E01006049,E08000008,Count,Households,23
2011,E01006051,E08000008,Count,Households,19
2011,E01005985,E08000008,Count,Households,7
2011,E01005987,E08000008,Count,Households,3
2011,E01005988,E08000008,Count,Households,6
2011,E01005990,E08000008,Count,Households,6
2011,E01005991,E08000008,Count,Households,10
2011,E01005971,E08000008,Count,Households,28
2011,E01005986,E08000008,Count,Households,15
2011,E01005989,E08000008,Count,Households,3
2011,E01005992,E08000008,Count,Households,25
2011,E01005973,E08000008,Count,Households,10
2011,E01005976,E08000008,Count,Households,28
2011,E01005977,E08000008,Count,Households,6
2011,E01005978,E08000008,Count,Households,33
2011,E01006025,E08000008,Count,Households,50
2011,E01006027,E08000008,Count,Households,52
2011,E01006050,E08000008,Count,Households,84
2011,E01006052,E08000008,Count,Households,27
2011,E01006028,E08000008,Count,Households,46
2011,E01006029,E08000008,Count,Households,28
2011,E01006030,E08000008,Count,Households,33
2011,E01006039,E08000008,Count,Households,16
2011,E01006040,E08000008,Count,Households,25
2011,E01006041,E08000008,Count,Households,20
2011,E01005979,E08000008,Count,Households,18
2011,E01005980,E08000008,Count,Households,30
2011,E01005981,E08000008,Count,Households,29
2011,E01005982,E08000008,Count,Households,32
2011,E01005983,E08000008,Count,Households,14
