Date,Geography,District,Measure Type,Unit,Value
2011,E01004816,E08000001,Count,Households,18
2011,E01004872,E08000001,Count,Households,36
2011,E01004873,E08000001,Count,Households,48
2011,E01004875,E08000001,Count,Households,21
2011,E01004880,E08000001,Count,Households,9
2011,E01004892,E08000001,Count,Households,2
2011,E01004896,E08000001,Count,Households,2
2011,E01004899,E08000001,Count,Households,13
2011,E01004900,E08000001,Count,Households,11
2011,E01004776,E08000001,Count,Households,21
2011,E01004895,E08000001,Count,Households,16
2011,E01004936,E08000001,Count,Households,8
2011,E01004938,E08000001,Count,Households,35
2011,E01004939,E08000001,Count,Households,24
2011,E01004858,E08000001,Count,Households,16
2011,E01004859,E08000001,Count,Households,36
2011,E01004860,E08000001,Count,Households,32
2011,E01004902,E08000001,Count,Households,19
2011,E01004906,E08000001,Count,Households,25
2011,E01004861,E08000001,Count,Households,54
2011,E01004862,E08000001,Count,Households,49
2011,E01004863,E08000001,Count,Households,37
2011,E01004874,E08000001,Count,Households,45
2011,E01004876,E08000001,Count,Households,50
2011,E01004903,E08000001,Count,Households,8
2011,E01004904,E08000001,Count,Households,15
2011,E01004905,E08000001,Count,Households,26
2011,E01004907,E08000001,Count,Households,28
2011,E01004908,E08000001,Count,Households,12
2011,E01004909,E08000001,Count,Households,30
2011,E01004910,E08000001,Count,Households,16
2011,E01004933,E08000001,Count,Households,5
2011,E01004934,E08000001,Count,Households,25
2011,E01004935,E08000001,Count,Households,11
2011,E01004937,E08000001,Count,Households,8
2011,E01004940,E08000001,Count,Households,11
2011,E01005014,E08000002,Count,Households,20
2011,E01005015,E08000002,Count,Households,20
2011,E01005016,E08000002,Count,Households,10
2011,E01005017,E08000002,Count,Households,3
2011,E01005018,E08000002,Count,Households,17
2011,E01005021,E08000002,Count,Households,0
2011,E01005019,E08000002,Count,Households,11
2011,E01005023,E08000002,Count,Households,7
2011,E01005046,E08000002,Count,Households,0
2011,E01005048,E08000002,Count,Households,3
2011,E01005020,E08000002,Count,Households,1
2011,E01005022,E08000002,Count,Households,11
2011,E01005047,E08000002,Count,Households,0
2011,E01005049,E08000002,Count,Households,10
2011,E01005051,E08000002,Count,Households,6
2011,E01004976,E08000002,Count,Households,28
2011,E01004977,E08000002,Count,Households,9
2011,E01004978,E08000002,Count,Households,18
2011,E01004981,E08000002,Count,Households,14
2011,E01004982,E08000002,Count,Households,5
2011,E01004961,E08000002,Count,Households,26
2011,E01004965,E08000002,Count,Households,7
2011,E01004966,E08000002,Count,Households,44
2011,E01004967,E08000002,Count,Households,3
2011,E01004963,E08000002,Count,Households,9
2011,E01004968,E08000002,Count,Households,5
2011,E01005050,E08000002,Count,Households,12
2011,E01005052,E08000002,Count,Households,4
2011,E01005053,E08000002,Count,Households,12
2011,E01004954,E08000002,Count,Households,12
2011,E01004955,E08000002,Count,Households,21
2011,E01004956,E08000002,Count,Households,30
2011,E01004957,E08000002,Count,Households,61
2011,E01004960,E08000002,Count,Households,71
2011,E01004958,E08000002,Count,Households,28
2011,E01004959,E08000002,Count,Households,32
2011,E01004979,E08000002,Count,Households,29
2011,E01004980,E08000002,Count,Households,20
2011,E01005024,E08000002,Count,Households,31
2011,E01005026,E08000002,Count,Households,20
2011,E01004947,E08000002,Count,Households,34
2011,E01004948,E08000002,Count,Households,36
2011,E01004962,E08000002,Count,Households,14
2011,E01004964,E08000002,Count,Households,15
2011,E01004949,E08000002,Count,Households,5
2011,E01004950,E08000002,Count,Households,2
2011,E01004951,E08000002,Count,Households,4
2011,E01004952,E08000002,Count,Households,2
2011,E01004953,E08000002,Count,Households,2
2011,E01005025,E08000002,Count,Households,8
2011,E01005027,E08000002,Count,Households,20
2011,E01005028,E08000002,Count,Households,39
2011,E01005029,E08000002,Count,Households,21
2011,E01005000,E08000002,Count,Households,6
2011,E01005001,E08000002,Count,Households,11
2011,E01005005,E08000002,Count,Households,4
2011,E01005006,E08000002,Count,Households,13
2011,E01005030,E08000002,Count,Households,29
2011,E01005054,E08000002,Count,Households,9
2011,E01005059,E08000002,Count,Households,15
2011,E01005060,E08000002,Count,Households,12
2011,E01004997,E08000002,Count,Households,16
2011,E01004998,E08000002,Count,Households,8
2011,E01004999,E08000002,Count,Households,18
2011,E01005002,E08000002,Count,Households,12
2011,E01005003,E08000002,Count,Households,21
2011,E01004991,E08000002,Count,Households,24
2011,E01004992,E08000002,Count,Households,20
2011,E01004993,E08000002,Count,Households,23
2011,E01004994,E08000002,Count,Households,36
2011,E01004990,E08000002,Count,Households,17
2011,E01004996,E08000002,Count,Households,42
2011,E01005004,E08000002,Count,Households,27
2011,E01005008,E08000002,Count,Households,55
2011,E01005009,E08000002,Count,Households,39
2011,E01004945,E08000002,Count,Households,4
2011,E01005055,E08000002,Count,Households,3
2011,E01005056,E08000002,Count,Households,6
2011,E01005057,E08000002,Count,Households,20
2011,E01005058,E08000002,Count,Households,3
2011,E01004995,E08000002,Count,Households,8
2011,E01005010,E08000002,Count,Households,16
2011,E01005012,E08000002,Count,Households,45
2011,E01005013,E08000002,Count,Households,59
2011,E01004984,E08000002,Count,Households,3
2011,E01004985,E08000002,Count,Households,2
2011,E01004989,E08000002,Count,Households,4
2011,E01005007,E08000002,Count,Households,5
2011,E01005011,E08000002,Count,Households,3
2011,E01004983,E08000002,Count,Households,13
2011,E01004986,E08000002,Count,Households,30
2011,E01004987,E08000002,Count,Households,17
2011,E01004988,E08000002,Count,Households,11
2011,E01004941,E08000002,Count,Households,29
2011,E01004942,E08000002,Count,Households,45
2011,E01004943,E08000002,Count,Households,28
2011,E01004944,E08000002,Count,Households,10
2011,E01004946,E08000002,Count,Households,41
2011,E01004969,E08000002,Count,Households,6
2011,E01004970,E08000002,Count,Households,6
2011,E01004971,E08000002,Count,Households,7
2011,E01005034,E08000002,Count,Households,6
2011,E01004972,E08000002,Count,Households,33
2011,E01004973,E08000002,Count,Households,18
2011,E01004975,E08000002,Count,Households,24
2011,E01005039,E08000002,Count,Households,42
2011,E01005045,E08000002,Count,Households,22
2011,E01004974,E08000002,Count,Households,6
2011,E01005033,E08000002,Count,Households,5
2011,E01005036,E08000002,Count,Households,14
2011,E01005037,E08000002,Count,Households,17
2011,E01005031,E08000002,Count,Households,19
2011,E01005032,E08000002,Count,Households,22
2011,E01005035,E08000002,Count,Households,10
2011,E01005038,E08000002,Count,Households,7
2011,E01005040,E08000002,Count,Households,10
2011,E01005041,E08000002,Count,Households,4
2011,E01005042,E08000002,Count,Households,8
2011,E01005043,E08000002,Count,Households,3
2011,E01005044,E08000002,Count,Households,4
2011,E01005098,E08000003,Count,Households,49
2011,E01005099,E08000003,Count,Households,92
2011,E01005100,E08000003,Count,Households,44
2011,E01005102,E08000003,Count,Households,25
2011,E01005103,E08000003,Count,Households,49
2011,E01005101,E08000003,Count,Households,43
2011,E01005135,E08000003,Count,Households,66
2011,E01005136,E08000003,Count,Households,19
2011,E01005138,E08000003,Count,Households,89
2011,E01005140,E08000003,Count,Households,69
2011,E01005139,E08000003,Count,Households,36
2011,E01005141,E08000003,Count,Households,57
2011,E01005251,E08000003,Count,Households,58
2011,E01005252,E08000003,Count,Households,46
2011,E01033685,E08000003,Count,Households,23
2011,E01033687,E08000003,Count,Households,27
2011,E01005104,E08000003,Count,Households,69
2011,E01005160,E08000003,Count,Households,19
2011,E01005161,E08000003,Count,Households,28
2011,E01005162,E08000003,Count,Households,19
2011,E01005163,E08000003,Count,Households,23
2011,E01005247,E08000003,Count,Households,14
2011,E01005248,E08000003,Count,Households,8
2011,E01005249,E08000003,Count,Households,28
2011,E01005250,E08000003,Count,Households,67
2011,E01005253,E08000003,Count,Households,53
2011,E01005254,E08000003,Count,Households,17
2011,E01005164,E08000003,Count,Households,44
2011,E01005205,E08000003,Count,Households,64
2011,E01005206,E08000003,Count,Households,40
2011,E01005207,E08000003,Count,Households,56
2011,E01005223,E08000003,Count,Households,28
2011,E01005224,E08000003,Count,Households,58
2011,E01005225,E08000003,Count,Households,53
2011,E01005226,E08000003,Count,Households,44
2011,E01005229,E08000003,Count,Households,14
2011,E01005145,E08000003,Count,Households,44
2011,E01005146,E08000003,Count,Households,39
2011,E01005149,E08000003,Count,Households,23
2011,E01005165,E08000003,Count,Households,50
2011,E01005166,E08000003,Count,Households,26
2011,E01005167,E08000003,Count,Households,38
2011,E01005202,E08000003,Count,Households,111
2011,E01005203,E08000003,Count,Households,83
2011,E01005227,E08000003,Count,Households,68
2011,E01005228,E08000003,Count,Households,70
2011,E01033678,E08000003,Count,Households,57
2011,E01033679,E08000003,Count,Households,62
2011,E01005256,E08000003,Count,Households,70
2011,E01005257,E08000003,Count,Households,85
2011,E01005258,E08000003,Count,Households,44
2011,E01005259,E08000003,Count,Households,87
2011,E01005260,E08000003,Count,Households,21
2011,E01005093,E08000003,Count,Households,69
2011,E01005094,E08000003,Count,Households,61
2011,E01005097,E08000003,Count,Households,81
2011,E01005255,E08000003,Count,Households,63
2011,E01005261,E08000003,Count,Households,73
2011,E01005129,E08000003,Count,Households,56
2011,E01005132,E08000003,Count,Households,74
2011,E01005133,E08000003,Count,Households,36
2011,E01033663,E08000003,Count,Households,8
2011,E01033684,E08000003,Count,Households,1
2011,E01033688,E08000003,Count,Households,53
2011,E01005092,E08000003,Count,Households,64
2011,E01005105,E08000003,Count,Households,77
2011,E01005106,E08000003,Count,Households,56
2011,E01005107,E08000003,Count,Households,75
2011,E01033668,E08000003,Count,Households,32
2011,E01033669,E08000003,Count,Households,47
2011,E01005108,E08000003,Count,Households,125
2011,E01005189,E08000003,Count,Households,60
2011,E01005190,E08000003,Count,Households,71
2011,E01033666,E08000003,Count,Households,46
2011,E01005061,E08000003,Count,Households,72
2011,E01005062,E08000003,Count,Households,47
2011,E01005063,E08000003,Count,Households,44
2011,E01005065,E08000003,Count,Households,59
2011,E01005066,E08000003,Count,Households,16
2011,E01005208,E08000003,Count,Households,47
2011,E01005209,E08000003,Count,Households,42
2011,E01005210,E08000003,Count,Households,24
2011,E01005214,E08000003,Count,Households,37
2011,E01005067,E08000003,Count,Households,56
2011,E01005186,E08000003,Count,Households,54
2011,E01005232,E08000003,Count,Households,30
2011,E01005235,E08000003,Count,Households,58
2011,E01005239,E08000003,Count,Households,83
2011,E01005187,E08000003,Count,Households,74
2011,E01005188,E08000003,Count,Households,41
2011,E01005191,E08000003,Count,Households,57
2011,E01005192,E08000003,Count,Households,26
2011,E01005193,E08000003,Count,Households,49
2011,E01005230,E08000003,Count,Households,25
2011,E01005231,E08000003,Count,Households,4
2011,E01005236,E08000003,Count,Households,30
2011,E01005237,E08000003,Count,Households,19
2011,E01033652,E08000003,Count,Households,18
2011,E01033657,E08000003,Count,Households,19
2011,E01005195,E08000003,Count,Households,68
2011,E01005196,E08000003,Count,Households,112
2011,E01005197,E08000003,Count,Households,43
2011,E01005198,E08000003,Count,Households,53
2011,E01005201,E08000003,Count,Households,92
2011,E01005240,E08000003,Count,Households,111
2011,E01005243,E08000003,Count,Households,106
2011,E01005245,E08000003,Count,Households,103
2011,E01005246,E08000003,Count,Households,100
2011,E01005241,E08000003,Count,Households,61
2011,E01005242,E08000003,Count,Households,125
2011,E01005244,E08000003,Count,Households,42
2011,E01005285,E08000003,Count,Households,24
2011,E01005288,E08000003,Count,Households,26
2011,E01005280,E08000003,Count,Households,35
2011,E01005281,E08000003,Count,Households,2
2011,E01005284,E08000003,Count,Households,6
2011,E01005286,E08000003,Count,Households,6
2011,E01005287,E08000003,Count,Households,37
2011,E01005194,E08000003,Count,Households,55
2011,E01005199,E08000003,Count,Households,57
2011,E01005200,E08000003,Count,Households,37
2011,E01005233,E08000003,Count,Households,64
2011,E01005234,E08000003,Count,Households,42
2011,E01005238,E08000003,Count,Households,34
2011,E01005297,E08000003,Count,Households,40
2011,E01005298,E08000003,Count,Households,24
2011,E01005302,E08000003,Count,Households,16
2011,E01033680,E08000003,Count,Households,11
2011,E01033686,E08000003,Count,Households,12
2011,E01005150,E08000003,Count,Households,8
2011,E01005151,E08000003,Count,Households,2
2011,E01005152,E08000003,Count,Households,3
2011,E01005159,E08000003,Count,Households,2
2011,E01005296,E08000003,Count,Households,6
2011,E01005299,E08000003,Count,Households,12
2011,E01005178,E08000003,Count,Households,44
2011,E01005179,E08000003,Count,Households,20
2011,E01005180,E08000003,Count,Households,61
2011,E01005181,E08000003,Count,Households,17
2011,E01005182,E08000003,Count,Households,37
2011,E01005183,E08000003,Count,Households,53
2011,E01005219,E08000003,Count,Households,26
2011,E01005220,E08000003,Count,Households,28
2011,E01005221,E08000003,Count,Households,27
2011,E01005222,E08000003,Count,Households,48
2011,E01005184,E08000003,Count,Households,15
2011,E01005185,E08000003,Count,Households,4
2011,E01005271,E08000003,Count,Households,12
2011,E01005282,E08000003,Count,Households,25
2011,E01005283,E08000003,Count,Households,9
2011,E01005154,E08000003,Count,Households,2
2011,E01005156,E08000003,Count,Households,2
2011,E01005158,E08000003,Count,Households,20
2011,E01005300,E08000003,Count,Households,12
2011,E01005301,E08000003,Count,Households,9
2011,E01005118,E08000003,Count,Households,10
2011,E01005120,E08000003,Count,Households,26
2011,E01005215,E08000003,Count,Households,25
2011,E01005216,E08000003,Count,Households,8
2011,E01005217,E08000003,Count,Households,12
2011,E01005218,E08000003,Count,Households,8
2011,E01005270,E08000003,Count,Households,43
2011,E01005272,E08000003,Count,Households,74
2011,E01005273,E08000003,Count,Households,20
2011,E01005278,E08000003,Count,Households,13
2011,E01005279,E08000003,Count,Households,46
2011,E01005305,E08000003,Count,Households,9
2011,E01005309,E08000003,Count,Households,7
2011,E01005310,E08000003,Count,Households,25
2011,E01005311,E08000003,Count,Households,14
2011,E01005312,E08000003,Count,Households,8
2011,E01005082,E08000003,Count,Households,46
2011,E01005153,E08000003,Count,Households,13
2011,E01005155,E08000003,Count,Households,4
2011,E01005157,E08000003,Count,Households,4
2011,E01005274,E08000003,Count,Households,37
2011,E01005275,E08000003,Count,Households,7
2011,E01005276,E08000003,Count,Households,19
2011,E01005277,E08000003,Count,Households,3
2011,E01005076,E08000003,Count,Households,10
2011,E01005081,E08000003,Count,Households,74
2011,E01005083,E08000003,Count,Households,2
2011,E01033670,E08000003,Count,Households,7
2011,E01033671,E08000003,Count,Households,4
2011,E01005125,E08000003,Count,Households,46
2011,E01005304,E08000003,Count,Households,7
2011,E01005306,E08000003,Count,Households,4
2011,E01005307,E08000003,Count,Households,2
2011,E01005308,E08000003,Count,Households,43
2011,E01005119,E08000003,Count,Households,53
2011,E01005121,E08000003,Count,Households,41
2011,E01005122,E08000003,Count,Households,56
2011,E01005123,E08000003,Count,Households,79
2011,E01005124,E08000003,Count,Households,69
2011,E01005077,E08000003,Count,Households,68
2011,E01005078,E08000003,Count,Households,1
2011,E01005079,E08000003,Count,Households,38
2011,E01005084,E08000003,Count,Households,33
2011,E01005172,E08000003,Count,Households,2
2011,E01005173,E08000003,Count,Households,1
2011,E01005174,E08000003,Count,Households,2
2011,E01005175,E08000003,Count,Households,8
2011,E01005176,E08000003,Count,Households,6
2011,E01005177,E08000003,Count,Households,4
2011,E01005115,E08000003,Count,Households,41
2011,E01005262,E08000003,Count,Households,41
2011,E01005264,E08000003,Count,Households,35
2011,E01005265,E08000003,Count,Households,47
2011,E01005266,E08000003,Count,Households,59
2011,E01005126,E08000003,Count,Households,15
2011,E01005168,E08000003,Count,Households,6
2011,E01005169,E08000003,Count,Households,4
2011,E01005170,E08000003,Count,Households,11
2011,E01005171,E08000003,Count,Households,6
2011,E01005263,E08000003,Count,Households,12
2011,E01005267,E08000003,Count,Households,13
2011,E01005268,E08000003,Count,Households,4
2011,E01005269,E08000003,Count,Households,3
2011,E01005069,E08000003,Count,Households,8
2011,E01005111,E08000003,Count,Households,29
2011,E01005113,E08000003,Count,Households,35
2011,E01005114,E08000003,Count,Households,8
2011,E01005116,E08000003,Count,Households,25
2011,E01005071,E08000003,Count,Households,28
2011,E01005072,E08000003,Count,Households,44
2011,E01005073,E08000003,Count,Households,11
2011,E01005112,E08000003,Count,Households,41
2011,E01005117,E08000003,Count,Households,70
2011,E01005085,E08000003,Count,Households,52
2011,E01005086,E08000003,Count,Households,61
2011,E01005089,E08000003,Count,Households,71
2011,E01005289,E08000003,Count,Households,56
2011,E01005295,E08000003,Count,Households,32
2011,E01005087,E08000003,Count,Households,112
2011,E01005088,E08000003,Count,Households,79
2011,E01005090,E08000003,Count,Households,65
2011,E01005091,E08000003,Count,Households,89
2011,E01005291,E08000003,Count,Households,50
2011,E01005068,E08000003,Count,Households,55
2011,E01005070,E08000003,Count,Households,47
2011,E01005074,E08000003,Count,Households,25
2011,E01005075,E08000003,Count,Households,22
2011,E01005319,E08000003,Count,Households,70
2011,E01005290,E08000003,Count,Households,58
2011,E01005292,E08000003,Count,Households,48
2011,E01005293,E08000003,Count,Households,10
2011,E01005294,E08000003,Count,Households,14
2011,E01005317,E08000003,Count,Households,40
2011,E01005313,E08000003,Count,Households,45
2011,E01005314,E08000003,Count,Households,42
2011,E01005315,E08000003,Count,Households,45
2011,E01005316,E08000003,Count,Households,20
2011,E01005318,E08000003,Count,Households,42
2011,E01005130,E08000003,Count,Households,54
2011,E01033651,E08000003,Count,Households,4
2011,E01033658,E08000003,Count,Households,3
2011,E01033664,E08000003,Count,Households,1
2011,E01033667,E08000003,Count,Households,1
2011,E01005128,E08000003,Count,Households,2
2011,E01033653,E08000003,Count,Households,3
2011,E01033654,E08000003,Count,Households,1
2011,E01033659,E08000003,Count,Households,1
2011,E01033661,E08000003,Count,Households,2
2011,E01005143,E08000003,Count,Households,47
2011,E01033655,E08000003,Count,Households,1
2011,E01033665,E08000003,Count,Households,5
2011,E01033676,E08000003,Count,Households,63
2011,E01005212,E08000003,Count,Households,32
2011,E01033656,E08000003,Count,Households,2
2011,E01033662,E08000003,Count,Households,1
2011,E01005142,E08000003,Count,Households,53
2011,E01005147,E08000003,Count,Households,87
2011,E01033674,E08000003,Count,Households,17
2011,E01033675,E08000003,Count,Households,82
2011,E01005213,E08000003,Count,Households,51
2011,E01033660,E08000003,Count,Households,3
2011,E01033672,E08000003,Count,Households,33
2011,E01033673,E08000003,Count,Households,0
2011,E01033677,E08000003,Count,Households,1
2011,E01033681,E08000003,Count,Households,1
2011,E01033682,E08000003,Count,Households,0
2011,E01033683,E08000003,Count,Households,2
2011,E01005357,E08000004,Count,Households,8
2011,E01005358,E08000004,Count,Households,26
2011,E01005359,E08000004,Count,Households,4
2011,E01005360,E08000004,Count,Households,19
2011,E01005441,E08000004,Count,Households,31
2011,E01005442,E08000004,Count,Households,7
2011,E01005444,E08000004,Count,Households,26
2011,E01005445,E08000004,Count,Households,18
2011,E01005361,E08000004,Count,Households,6
2011,E01005443,E08000004,Count,Households,1
2011,E01005446,E08000004,Count,Households,14
2011,E01005447,E08000004,Count,Households,25
2011,E01005390,E08000004,Count,Households,11
2011,E01005394,E08000004,Count,Households,12
2011,E01005395,E08000004,Count,Households,12
2011,E01005396,E08000004,Count,Households,15
2011,E01005355,E08000004,Count,Households,14
2011,E01005356,E08000004,Count,Households,7
2011,E01005399,E08000004,Count,Households,6
2011,E01005403,E08000004,Count,Households,11
2011,E01005410,E08000004,Count,Households,3
2011,E01005411,E08000004,Count,Households,3
2011,E01005414,E08000004,Count,Households,5
2011,E01005415,E08000004,Count,Households,11
2011,E01005452,E08000004,Count,Households,3
2011,E01005453,E08000004,Count,Households,8
2011,E01032558,E08000004,Count,Households,65
2011,E01032559,E08000004,Count,Households,29
2011,E01005391,E08000004,Count,Households,9
2011,E01005392,E08000004,Count,Households,28
2011,E01005393,E08000004,Count,Households,5
2011,E01005401,E08000004,Count,Households,7
2011,E01005397,E08000004,Count,Households,12
2011,E01005398,E08000004,Count,Households,8
2011,E01005400,E08000004,Count,Households,26
2011,E01005402,E08000004,Count,Households,10
2011,E01005335,E08000004,Count,Households,9
2011,E01005337,E08000004,Count,Households,21
2011,E01005339,E08000004,Count,Households,2
2011,E01005340,E08000004,Count,Households,30
2011,E01005421,E08000004,Count,Households,60
2011,E01005422,E08000004,Count,Households,80
2011,E01032920,E08000004,Count,Households,45
2011,E01005448,E08000004,Count,Households,63
2011,E01005449,E08000004,Count,Households,35
2011,E01005454,E08000004,Count,Households,8
2011,E01005455,E08000004,Count,Households,18
2011,E01005456,E08000004,Count,Households,48
2011,E01005407,E08000004,Count,Households,3
2011,E01005412,E08000004,Count,Households,7
2011,E01005416,E08000004,Count,Households,6
2011,E01005417,E08000004,Count,Households,6
2011,E01005348,E08000004,Count,Households,34
2011,E01005350,E08000004,Count,Households,40
2011,E01005432,E08000004,Count,Households,54
2011,E01005433,E08000004,Count,Households,72
2011,E01005329,E08000004,Count,Households,5
2011,E01005330,E08000004,Count,Households,3
2011,E01005333,E08000004,Count,Households,2
2011,E01005336,E08000004,Count,Households,4
2011,E01005349,E08000004,Count,Households,39
2011,E01005351,E08000004,Count,Households,20
2011,E01005352,E08000004,Count,Households,21
2011,E01005353,E08000004,Count,Households,38
2011,E01005354,E08000004,Count,Households,24
2011,E01005327,E08000004,Count,Households,20
2011,E01005328,E08000004,Count,Households,27
2011,E01005331,E08000004,Count,Households,20
2011,E01005334,E08000004,Count,Households,6
2011,E01005338,E08000004,Count,Households,33
2011,E01005387,E08000004,Count,Households,11
2011,E01005388,E08000004,Count,Households,16
2011,E01005389,E08000004,Count,Households,52
2011,E01005418,E08000004,Count,Households,5
2011,E01005428,E08000004,Count,Households,36
2011,E01005431,E08000004,Count,Households,36
2011,E01005450,E08000004,Count,Households,46
2011,E01005451,E08000004,Count,Households,13
2011,E01005408,E08000004,Count,Households,7
2011,E01005409,E08000004,Count,Households,8
2011,E01032922,E08000004,Count,Households,15
2011,E01005406,E08000004,Count,Households,4
2011,E01005413,E08000004,Count,Households,5
2011,E01005419,E08000004,Count,Households,5
2011,E01005420,E08000004,Count,Households,10
